??, 91101333002, B, SAX_J1808d4m3658, 19393.0, 272.1147, -36.979, 327.4658
??, 81101345002, B, EP250623a, 46699.0, 257.9974, -33.5482, 308.6519
??, 91101311002, B, SXP_31d0, 80078.0, 17.78962, -73.27915, 86.1737
??, 31002032006, B, LMC_X3, 35587.0, 84.73596, -64.08425, 271.0146
??, 81001634002, B, 1ES_1959p650, 24215.0, 299.99938, 65.1485, 274.7756
??, 91001334002, B, EP240904a, 26902.0, 276.875, -9.9426, 336.0933
??, 60902010006, B, NGC_4151, 47998.0, 182.63575, 39.40586, 357.4294
??, 61001014004, B, NGC_4151, 33585.0, 182.63575, 39.40586, 10.19099998
??, 60902010004, B, NGC_4151, 45990.0, 182.63575, 39.40586, 13.3166
??, 30902017002, B, 4U_1916m054, 23201.0, 289.69946, -5.23808, 144.683
??, 30902031002, B, SS_433, 53557.0, 287.9565, 4.98272, 145.6611
??, 80901341002, B, PNV_J17261813m3809354, 63273.0, 261.5755417, -38.1598333, 148.5304
??, 81160302004, B, GX339m4, 19809.0, 255.7058, -48.7897, 335.7262
??, 81002317004, B, GX339m4, 20300.0, 255.7058, -48.7897, 334.6673
??, 81160302002, B, GX339m4, 22736.0, 255.7058, -48.7897, 333.7343
??, 31001027002, B, 4XMM_J173058d9m3508, 55542.0, 262.74542, -35.1365, 164.4834
??, 31002037006, B, 1A_0538m66, 19366.0, 83.92083, -66.86486, 233.5178
??, 81002306004, B, 1E_1841m045, 51065.0, 280.330596, -4.936433, 316.3926
??, 41001003002, B, PSR_1809m2332, 11134.0, 272.43204, -23.51647, 333.644
??, 60901034004, B, Centaurus_A, 77541.0, 201.36504, -43.01911, 5.53420019
??, 91001314002, B, V1723_Sco, 22313.0, 261.575325, -38.1600861, 161.4924
??, 81002317002, B, GX339m4, 18019.0, 255.7058, -48.7897, 331.7548
??, 91001353002, B, RX_J0032d9m7348, 24975.0, 8.23375, -73.80528, 286.338
??, 91001330002, B, 1E_1841m045, 50459.0, 280.330596, -4.936433, 342.2226
??, 61001014002, B, NGC_4151, 24460.0, 182.63575, 39.40586, 12.1232
??, 80902330002, B, SS_Cyg, 30389.0, 325.67833, 43.58608, 140.7904
??, 91001612002, B, IC_310, 23998.0, 49.179078, 41.324893, 299.6684
